WKT,nama,deskripsi
"POLYGON ((110.0260331 -7.8859556, 110.3363968 -8.026043, 110.351503 -8.0613973, 110.6000687 -8.1470506, 110.6961991 -8.1946278, 110.8307816 -8.1959871, 110.8156754 -8.1606447, 110.7882096 -8.162004, 110.7923294 -8.0994677, 110.7552506 -8.0369216, 110.7827164 -7.8369817, 110.7717301 -7.808411, 110.7579972 -7.8274584, 110.7277848 -7.798887, 110.66736 -7.798887, 110.5877091 -7.808411, 110.568483 -7.7798383, 110.5382706 -7.798887, 110.4943253 -7.7662316, 110.4435135 -7.5402961, 110.2745987 -7.7118003, 110.2704789 -7.6478345, 110.1564957 -7.6437513, 110.1180436 -7.6655282, 110.1317765 -7.6941086, 110.0260331 -7.8859556))",DIY Yogyakarta,
