WKT,nama,deskripsi
"POLYGON ((106.7230879 -6.0920438, 106.688069 -6.0961403, 106.6887557 -6.1070644, 106.6969954 -6.1118437, 106.6839491 -6.1261811, 106.6908156 -6.1357391, 106.6839491 -6.1432489, 106.6915022 -6.1746523, 106.7244612 -6.1958144, 106.7148482 -6.2258494, 106.7443739 -6.2258494, 106.7505538 -6.25247, 106.7814528 -6.3234515, 106.8089186 -6.3138969, 106.7931258 -6.3657628, 106.8521773 -6.3364182, 106.8940627 -6.3712221, 106.914662 -6.3623507, 106.9208418 -6.2975171, 106.9023024 -6.2592956, 106.9441878 -6.2504223, 106.9661604 -6.2005928, 106.9723402 -6.154172, 106.9695937 -6.1002369, 106.9126021 -6.0995541, 106.8741499 -6.0975059, 106.8466841 -6.1234502, 106.8192183 -6.118671, 106.8034255 -6.118671, 106.7986189 -6.0995541, 106.7684065 -6.1084299, 106.7368208 -6.1056989, 106.7230879 -6.0920438))",Kota DKI Jakarta,
